InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
100303,D047,Wooden Daraz Keychain Set,1,21/09/2021 10:40,1518.51,989,Pakistan
100304,D015,Miniature Daraz Truck Figurine,4,09/01/2021 6:51,465.4,416,Pakistan
100305,D002,Handcrafted Daraz Mug,3,18/06/2021 3:14,493.1,902,Pakistan
100306,D034,Daraz Embroidered Towel,6,25/05/2021 1:09,320.95,381,Pakistan
100307,D022,Embroidered Daraz Cushion Cover,1,01/09/2021 18:31,431.9,794,Pakistan
100308,D009,Handcrafted Daraz Mug,9,29/05/2021 19:57,262.69,795,Pakistan
100309,D006,Daraz Artisanal Clock,8,31/07/2021 7:43,1046.98,510,Pakistan
100310,D003,Daraz Ceramic Vase,4,07/07/2021 13:53,831.67,576,Pakistan
100311,D038,Traditional Daraz Pottery Bowl,1,01/04/2021 23:15,1001.84,829,Pakistan
100312,D014,Daraz Decorative Lamp,7,06/04/2021 12:38,871.24,664,Pakistan
100313,D047,Daraz Printed T-shirt,4,06/11/2021 19:07,253.79,725,Pakistan
100314,D026,Wooden Daraz Jewelry Box,9,27/10/2021 12:36,1064.09,263,Pakistan
100315,D035,Daraz Artisanal Clock,5,27/01/2021 19:21,1908,639,Pakistan
100316,D016,Wooden Daraz Jewelry Box,1,16/04/2021 1:40,1593.05,250,Pakistan
100317,D029,Miniature Daraz Truck Figurine,8,07/09/2021 0:54,940.03,210,Pakistan
100318,D018,Daraz Calligraphy Art Piece,6,16/05/2021 10:57,1876.63,469,Pakistan
100319,D031,Daraz Handmade Notebook,8,06/10/2021 11:45,1710.09,100,Pakistan
100320,D005,Daraz Calligraphy Art Piece,1,21/03/2021 13:46,905.29,533,Pakistan
100321,D047,Daraz Leather Wallet,1,06/07/2021 11:44,925.11,938,Pakistan
100322,D042,Daraz Silk Scarf,6,29/03/2021 14:51,1707.78,934,Pakistan
100323,D049,Daraz Model Car,6,22/02/2021 16:57,1054.73,336,Pakistan
100324,D011,Daraz Wooden Frame,6,15/11/2021 10:43,334.71,538,Pakistan
100325,D043,Miniature Daraz Truck Figurine,3,17/04/2021 5:02,1087.83,431,Pakistan
100326,D008,Daraz Printed T-shirt,4,07/09/2021 15:57,768.89,436,Pakistan
100327,D004,Hand-painted Daraz Ceramic Plate,3,05/01/2021 3:38,1991.3,651,Pakistan
100328,D020,Daraz Handmade Notebook,1,18/09/2021 1:00,612.85,586,Pakistan
100329,D032,Handcrafted Daraz Decorative Figurine,9,15/07/2021 5:52,1485.66,458,Pakistan
100330,D026,Miniature Daraz Truck Figurine,8,01/03/2021 9:47,1739.49,635,Pakistan
100331,D036,Miniature Daraz Truck Figurine,2,07/12/2021 15:35,1824.97,522,Pakistan
100332,D019,Handcrafted Daraz Mug,3,22/01/2021 11:39,1361.63,454,Pakistan
100333,D037,Daraz Wooden Frame,4,06/06/2021 8:18,1617.88,651,Pakistan
100334,D001,Daraz Leather Wallet,8,19/03/2021 6:14,249.92,942,Pakistan
100335,D049,Hand-painted Daraz Ceramic Plate,2,22/05/2021 15:55,260.56,596,Pakistan
100336,D003,Daraz Decorative Lamp,1,13/06/2021 22:09,1337.1,322,Pakistan
100337,D021,Daraz Calligraphy Art Piece,3,17/10/2021 16:20,227.55,118,Pakistan
100338,D050,Daraz Decorative Lamp,10,25/03/2021 7:33,1432.61,495,Pakistan
100339,D034,Handcrafted Daraz Decorative Figurine,9,16/02/2021 15:04,1328.12,408,Pakistan
100340,D050,Traditional Daraz Pottery Bowl,10,14/04/2021 19:15,242.56,489,Pakistan
100341,D034,Miniature Daraz Truck Figurine,1,23/01/2021 6:08,89.03,275,Pakistan
100342,D023,Daraz Ceramic Vase,4,28/12/2021 0:38,879.72,103,Pakistan
100343,D047,Hand-painted Daraz Ceramic Plate,7,17/11/2021 15:40,542.7,951,Pakistan
100344,D031,Embroidered Daraz Cushion Cover,10,15/06/2021 20:58,1607.29,925,Pakistan
100345,D013,Daraz Embroidered Towel,8,21/08/2021 2:15,1152.51,880,Pakistan
100346,D043,Daraz Calligraphy Art Piece,5,24/03/2021 9:17,542.31,840,Pakistan
100347,D001,Handcrafted Daraz Mug,10,24/09/2021 18:01,628.58,593,Pakistan
100348,D030,Daraz Calligraphy Art Piece,1,15/03/2021 14:01,1325.09,856,Pakistan
100349,D023,Traditional Daraz Pottery Bowl,9,13/04/2021 6:11,50.87,333,Pakistan
100350,D030,Traditional Daraz Pottery Bowl,3,28/05/2021 6:05,155.59,615,Pakistan
100351,D023,Daraz Handmade Notebook,9,31/03/2021 3:07,1778.54,515,Pakistan
100352,D031,Handcrafted Daraz Decorative Figurine,9,06/09/2021 19:51,1177.05,386,Pakistan
100353,D015,Daraz Leather Wallet,2,25/11/2021 0:43,1731.11,766,Pakistan
100354,D007,Handcrafted Daraz Mug,7,14/01/2021 9:19,1931.71,129,Pakistan
100355,D007,Daraz Calligraphy Art Piece,3,05/04/2021 17:10,1047.79,718,Pakistan
100356,D030,Daraz Model Car,2,26/01/2021 5:16,1944.46,597,Pakistan
100357,D014,Daraz Handmade Notebook,6,05/01/2021 3:35,1193.61,548,Pakistan
100358,D038,Wooden Daraz Jewelry Box,1,19/08/2021 4:45,1889.35,236,Pakistan
100359,D007,Daraz Leather Wallet,2,09/04/2021 6:16,985.52,211,Pakistan
100360,D002,Daraz Handmade Notebook,1,09/05/2021 14:18,1516,699,Pakistan
100361,D020,Daraz Leather Wallet,9,27/05/2021 14:21,1371.08,407,Pakistan
100362,D027,Daraz Ceramic Vase,5,14/04/2021 17:35,386.85,415,Pakistan
100363,D045,Daraz Printed T-shirt,7,16/10/2021 21:22,1136.32,281,Pakistan
100364,D047,Handwoven Daraz Pashmina Shawl,6,29/12/2021 19:24,1768.72,986,Pakistan
100365,D008,Daraz Decorative Lamp,7,23/06/2021 6:36,1372.06,312,Pakistan
100366,D027,Wooden Daraz Jewelry Box,6,23/02/2021 15:28,1997.24,179,Pakistan
100367,D005,Daraz Decorative Lamp,10,13/06/2021 3:25,225.99,369,Pakistan
100368,D022,Traditional Daraz Pottery Bowl,4,02/06/2021 0:47,254.02,250,Pakistan
100369,D024,Daraz Calligraphy Art Piece,6,21/10/2021 6:22,1517.64,168,Pakistan
100370,D010,Daraz Leather Wallet,5,15/07/2021 1:17,320.03,492,Pakistan
100371,D042,Daraz Printed T-shirt,1,01/08/2021 15:28,94.97,395,Pakistan
100372,D039,Daraz Ceramic Vase,8,28/12/2021 11:56,133.59,331,Pakistan
100373,D015,Miniature Daraz Truck Figurine,1,10/11/2021 18:18,1634.2,876,Pakistan
100374,D041,Daraz Embroidered Towel,7,27/07/2021 23:28,1639.91,454,Pakistan
100375,D001,Miniature Daraz Truck Figurine,5,31/08/2021 6:08,837.7,679,Pakistan
100376,D042,Embroidered Daraz Cushion Cover,8,31/05/2021 4:16,102.73,400,Pakistan
100377,D047,Daraz Decorative Lamp,7,20/04/2021 9:47,584.02,888,Pakistan
100378,D033,Handcrafted Daraz Mug,3,13/06/2021 9:42,1662.15,621,Pakistan
100379,D046,Daraz Decorative Lamp,10,05/09/2021 1:10,529.02,624,Pakistan
100380,D002,Daraz Wooden Frame,4,18/04/2021 8:50,1470.19,687,Pakistan
100381,D003,Daraz Wooden Frame,10,11/05/2021 1:42,244.38,761,Pakistan
100382,D005,Handcrafted Daraz Mug,2,10/01/2021 13:58,1258.56,106,Pakistan
100383,D021,Embroidered Daraz Cushion Cover,5,01/04/2021 8:48,1727.64,626,Pakistan
100384,D004,Daraz Model Car,1,02/12/2021 19:17,753.24,977,Pakistan
100385,D046,Daraz Model Car,6,06/07/2021 22:29,710.21,781,Pakistan
100386,D003,Daraz Decorative Lamp,8,14/04/2021 1:35,867.9,144,Pakistan
100387,D014,Daraz Leather Wallet,6,18/06/2021 13:30,866.65,708,Pakistan
100388,D003,Daraz Model Car,3,12/05/2021 3:22,1177.73,367,Pakistan
100389,D031,Embroidered Daraz Cushion Cover,5,28/01/2021 0:45,1423.11,546,Pakistan
100390,D003,Daraz Decorative Lamp,3,27/01/2021 12:20,1426.29,481,Pakistan
100391,D032,Daraz Leather Wallet,8,12/03/2021 1:12,398.77,438,Pakistan
100392,D017,Daraz Ceramic Vase,2,03/01/2021 2:32,262.86,723,Pakistan
100393,D044,Daraz Decorative Lamp,3,30/07/2021 5:41,1810.6,432,Pakistan
100394,D044,Embroidered Daraz Cushion Cover,5,26/04/2021 15:33,727.4,627,Pakistan
100395,D019,Handcrafted Daraz Decorative Figurine,10,26/01/2021 8:38,130.81,382,Pakistan
100396,D008,Daraz Decorative Lamp,2,17/08/2021 0:51,1182.81,534,Pakistan
100397,D039,Wooden Daraz Keychain Set,5,24/07/2021 12:22,1578.93,170,Pakistan
100398,D027,Daraz Artisanal Clock,3,19/12/2021 22:35,497.99,258,Pakistan
100399,D025,Daraz Ceramic Vase,4,10/04/2021 2:51,1597.66,903,Pakistan
100400,D036,Handcrafted Daraz Mug,4,02/09/2021 3:11,882.64,507,Pakistan
100401,D009,Daraz Printed T-shirt,4,04/01/2021 15:55,845.36,106,Pakistan
100402,D022,Daraz Artisanal Clock,9,14/06/2021 14:48,645.87,268,Pakistan
100403,D044,Hand-painted Daraz Ceramic Plate,2,03/01/2021 18:01,1696.46,534,Pakistan
100404,D047,Hand-painted Daraz Ceramic Plate,4,19/05/2021 7:52,1147.66,623,Pakistan
100405,D002,Wooden Daraz Jewelry Box,9,15/03/2021 19:45,1027.02,483,Pakistan
100406,D028,Handwoven Daraz Pashmina Shawl,5,14/06/2021 23:52,281.73,776,Pakistan
100407,D029,Daraz Printed T-shirt,3,19/08/2021 16:11,106.26,592,Pakistan
100408,D043,Traditional Daraz Pottery Bowl,9,23/03/2021 19:49,1278.44,849,Pakistan
100409,D018,Wooden Daraz Jewelry Box,3,08/02/2021 2:21,303.78,129,Pakistan
100410,D028,Daraz Silk Scarf,6,09/08/2021 18:43,416.07,451,Pakistan
100411,D024,Embroidered Daraz Cushion Cover,9,21/04/2021 20:43,627.97,819,Pakistan
100412,D003,Miniature Daraz Truck Figurine,3,01/11/2021 13:38,1943.6,630,Pakistan
100413,D028,Embroidered Daraz Cushion Cover,10,01/12/2021 14:05,778.1,807,Pakistan
100414,D046,Daraz Silk Scarf,4,02/03/2021 20:12,363.92,608,Pakistan
100415,D029,Daraz Silk Scarf,2,11/02/2021 5:14,1586.13,740,Pakistan
100416,D044,Handcrafted Daraz Decorative Figurine,10,09/11/2021 22:54,1197.09,951,Pakistan
100417,D023,Traditional Daraz Pottery Bowl,7,06/05/2021 9:34,1331.8,104,Pakistan
100418,D041,Hand-painted Daraz Ceramic Plate,4,10/12/2021 6:41,1037.93,670,Pakistan
100419,D024,Daraz Embroidered Towel,5,04/12/2021 23:01,262.77,113,Pakistan
100420,D026,Daraz Wooden Frame,8,28/05/2021 22:20,1969.88,807,Pakistan
100421,D029,Daraz Silk Scarf,10,18/03/2021 7:40,930.51,706,Pakistan
100422,D049,Daraz Leather Wallet,4,26/07/2021 8:38,1076.15,298,Pakistan
100423,D007,Handcrafted Daraz Decorative Figurine,7,30/08/2021 7:08,385.85,355,Pakistan
100424,D019,Daraz Silk Scarf,8,01/05/2021 13:29,1965.09,222,Pakistan
100425,D039,Daraz Calligraphy Art Piece,2,08/02/2021 21:47,127.48,696,Pakistan
100426,D005,Daraz Ceramic Vase,5,01/12/2021 6:03,531.88,803,Pakistan
100427,D002,Hand-painted Daraz Ceramic Plate,5,28/02/2021 4:13,1248.9,290,Pakistan
100428,D041,Daraz Model Car,9,11/04/2021 21:10,166.48,572,Pakistan
100429,D022,Daraz Leather Wallet,8,26/02/2021 23:59,1569.36,566,Pakistan
100430,D050,Daraz Ceramic Vase,5,07/09/2021 7:33,1786.09,106,Pakistan
100431,D005,Hand-painted Daraz Ceramic Plate,8,06/12/2021 8:56,407.51,311,Pakistan
100432,D041,Handwoven Daraz Pashmina Shawl,6,17/06/2021 20:10,847.55,275,Pakistan
100433,D008,Handcrafted Daraz Decorative Figurine,4,31/10/2021 22:34,526.75,568,Pakistan
100434,D030,Wooden Daraz Keychain Set,3,18/12/2021 8:49,1240.72,479,Pakistan
100435,D038,Traditional Daraz Pottery Bowl,5,21/03/2021 4:59,928.15,574,Pakistan
100436,D040,Daraz Model Car,10,12/01/2021 22:06,1349.57,283,Pakistan
100437,D004,Wooden Daraz Jewelry Box,1,27/06/2021 22:19,481.25,891,Pakistan
100438,D004,Hand-painted Daraz Ceramic Plate,7,13/11/2021 1:46,1036.86,153,Pakistan
100439,D033,Daraz Wooden Frame,5,04/04/2021 1:02,1563.5,870,Pakistan
100440,D011,Daraz Leather Wallet,2,25/06/2021 12:34,1327.08,700,Pakistan
100441,D036,Wooden Daraz Jewelry Box,7,18/01/2021 1:56,1890.82,742,Pakistan
100442,D032,Handcrafted Daraz Decorative Figurine,9,07/05/2021 5:33,1736.77,564,Pakistan
100443,D006,Daraz Decorative Lamp,6,12/06/2021 10:01,918.69,418,Pakistan
100444,D048,Daraz Ceramic Vase,7,02/05/2021 17:18,671.47,620,Pakistan
100445,D027,Traditional Daraz Pottery Bowl,5,17/08/2021 0:15,1281.15,537,Pakistan
100446,D033,Daraz Model Car,10,11/02/2021 8:43,1201.15,830,Pakistan
100447,D039,Daraz Leather Wallet,9,19/01/2021 23:01,1252.56,386,Pakistan
100448,D043,Daraz Artisanal Clock,7,08/05/2021 1:58,1657.78,692,Pakistan
100449,D043,Daraz Artisanal Clock,4,12/11/2021 12:43,777.51,590,Pakistan
100450,D029,Miniature Daraz Truck Figurine,6,07/02/2021 16:22,1672.04,594,Pakistan
100451,D039,Daraz Decorative Lamp,7,17/03/2021 20:49,775.69,766,Pakistan
100452,D016,Daraz Handmade Notebook,7,23/06/2021 2:58,666.8,148,Pakistan
100453,D044,Daraz Wooden Frame,9,10/09/2021 21:35,644.36,572,Pakistan
100454,D001,Miniature Daraz Truck Figurine,9,01/03/2021 1:08,191.8,590,Pakistan
100455,D021,Wooden Daraz Keychain Set,6,03/12/2021 12:43,1421.45,507,Pakistan
100456,D032,Daraz Decorative Lamp,9,19/06/2021 18:12,431.74,813,Pakistan
100457,D043,Daraz Decorative Lamp,3,07/05/2021 2:25,588.04,218,Pakistan
100458,D022,Handcrafted Daraz Decorative Figurine,4,11/07/2021 19:43,1892.6,400,Pakistan
100459,D017,Daraz Decorative Lamp,4,24/07/2021 7:00,592.81,427,Pakistan
100460,D039,Daraz Wooden Frame,2,14/07/2021 10:34,804.82,811,Pakistan
100461,D014,Daraz Calligraphy Art Piece,2,03/07/2021 2:04,284.25,767,Pakistan
100462,D049,Handcrafted Daraz Decorative Figurine,8,01/03/2021 8:32,1167.83,479,Pakistan
100463,D021,Handcrafted Daraz Mug,1,02/11/2021 22:15,1706.23,980,Pakistan
100464,D033,Embroidered Daraz Cushion Cover,8,12/08/2021 10:22,1688.3,234,Pakistan
100465,D021,Daraz Printed T-shirt,2,09/11/2021 2:57,239.1,789,Pakistan
100466,D040,Daraz Wooden Frame,8,25/11/2021 15:10,485.47,838,Pakistan
100467,D020,Embroidered Daraz Cushion Cover,4,01/08/2021 8:51,1912.41,880,Pakistan
100468,D050,Daraz Embroidered Towel,6,25/01/2021 19:46,745.06,245,Pakistan
100469,D022,Daraz Printed T-shirt,7,12/02/2021 1:58,1196.6,293,Pakistan
100470,D042,Daraz Calligraphy Art Piece,6,28/12/2021 6:06,719.76,231,Pakistan
100471,D034,Daraz Ceramic Vase,10,26/04/2021 10:42,1786.43,460,Pakistan
100472,D016,Handwoven Daraz Pashmina Shawl,1,30/01/2021 2:56,707.89,145,Pakistan
100473,D044,Handwoven Daraz Pashmina Shawl,3,06/09/2021 3:08,1284.2,609,Pakistan
100474,D002,Daraz Handmade Notebook,10,17/09/2021 5:16,1072.68,470,Pakistan
100475,D018,Miniature Daraz Truck Figurine,1,24/06/2021 3:03,454.8,334,Pakistan
100476,D029,Daraz Embroidered Towel,5,09/09/2021 19:35,892.36,754,Pakistan
100477,D006,Embroidered Daraz Cushion Cover,6,09/06/2021 21:16,498.91,424,Pakistan
100478,D002,Hand-painted Daraz Ceramic Plate,9,19/11/2021 22:59,1139.7,606,Pakistan
100479,D003,Wooden Daraz Keychain Set,6,17/08/2021 10:12,270.99,498,Pakistan
100480,D024,Daraz Handmade Notebook,10,07/07/2021 14:46,1817.32,624,Pakistan
100481,D009,Wooden Daraz Jewelry Box,8,10/03/2021 6:39,1780.28,523,Pakistan
100482,D045,Daraz Calligraphy Art Piece,4,02/06/2021 2:17,483.35,221,Pakistan
100483,D014,Daraz Embroidered Towel,3,27/03/2021 23:16,1674.68,252,Pakistan
100484,D025,Traditional Daraz Pottery Bowl,5,25/05/2021 19:08,1232.53,242,Pakistan
100485,D041,Wooden Daraz Jewelry Box,7,24/09/2021 1:50,67.97,409,Pakistan
100486,D017,Handwoven Daraz Pashmina Shawl,6,13/11/2021 3:15,563.45,968,Pakistan
100487,D010,Traditional Daraz Pottery Bowl,4,01/05/2021 12:52,1286.39,166,Pakistan
100488,D015,Daraz Calligraphy Art Piece,8,03/12/2021 5:55,503.27,470,Pakistan
100489,D028,Daraz Silk Scarf,10,01/02/2021 11:08,353.12,757,Pakistan
100490,D020,Daraz Decorative Lamp,3,07/11/2021 10:56,1831.98,403,Pakistan
100491,D028,Daraz Printed T-shirt,2,09/11/2021 21:41,499.43,540,Pakistan
100492,D004,Wooden Daraz Keychain Set,4,22/08/2021 21:58,640.65,178,Pakistan
100493,D006,Wooden Daraz Keychain Set,9,15/12/2021 4:54,142.9,960,Pakistan
100494,D001,Handwoven Daraz Pashmina Shawl,9,23/11/2021 2:17,570.16,555,Pakistan
100495,D027,Wooden Daraz Keychain Set,8,06/03/2021 7:01,255.06,153,Pakistan
100496,D043,Daraz Handmade Notebook,6,01/10/2021 3:19,1965.56,432,Pakistan
100497,D018,Traditional Daraz Pottery Bowl,3,02/11/2021 4:25,1836.66,487,Pakistan
100498,D029,Wooden Daraz Keychain Set,9,28/03/2021 12:18,668.49,778,Pakistan
100499,D012,Daraz Artisanal Clock,8,30/03/2021 21:02,1796.63,533,Pakistan
100500,D025,Hand-painted Daraz Ceramic Plate,2,20/09/2021 7:56,1425.99,235,Pakistan
100501,D038,Daraz Handmade Notebook,3,03/01/2021 13:10,1508.45,170,Pakistan
100502,D034,Daraz Wooden Frame,10,07/03/2021 11:06,742.18,880,Pakistan
100503,D045,Handcrafted Daraz Decorative Figurine,10,19/07/2021 5:02,831.67,919,Pakistan
100504,D045,Daraz Ceramic Vase,7,23/11/2021 22:04,1463.45,614,Pakistan
100505,D016,Daraz Handmade Notebook,2,07/06/2021 15:53,1534.19,819,Pakistan
100506,D003,Embroidered Daraz Cushion Cover,6,31/03/2021 16:36,1514.79,192,Pakistan
100507,D025,Daraz Silk Scarf,5,14/12/2021 21:05,728.79,791,Pakistan
100508,D001,Hand-painted Daraz Ceramic Plate,1,09/07/2021 14:57,1116.29,588,Pakistan
100509,D047,Handcrafted Daraz Decorative Figurine,8,27/03/2021 22:31,1846.75,121,Pakistan
100510,D020,Daraz Silk Scarf,10,06/01/2021 8:59,562.7,885,Pakistan
100511,D008,Daraz Leather Wallet,6,09/01/2021 10:46,351.14,147,Pakistan
100512,D033,Wooden Daraz Keychain Set,1,24/11/2021 12:16,795.57,481,Pakistan
100513,D028,Daraz Silk Scarf,1,28/02/2021 12:38,1999.52,536,Pakistan
100514,D030,Wooden Daraz Jewelry Box,8,07/05/2021 11:50,1500.07,552,Pakistan
100515,D001,Handcrafted Daraz Decorative Figurine,1,12/03/2021 14:09,66.44,999,Pakistan
100516,D047,Daraz Leather Wallet,2,23/11/2021 1:32,708.41,402,Pakistan
100517,D003,Daraz Ceramic Vase,9,25/12/2021 9:33,1359.06,805,Pakistan
100518,D011,Wooden Daraz Jewelry Box,1,28/10/2021 16:01,1276.8,819,Pakistan
100519,D031,Wooden Daraz Keychain Set,10,31/03/2021 15:10,812.71,458,Pakistan
100520,D007,Miniature Daraz Truck Figurine,7,16/12/2021 6:30,1515.34,796,Pakistan
100521,D044,Daraz Handmade Notebook,2,20/03/2021 11:14,1979.15,684,Pakistan
100522,D008,Daraz Silk Scarf,10,10/08/2021 2:31,1392.24,518,Pakistan
100523,D012,Daraz Printed T-shirt,3,18/07/2021 2:28,1926.3,314,Pakistan
100524,D003,Daraz Model Car,5,04/10/2021 4:28,1318.57,395,Pakistan
100525,D043,Daraz Handmade Notebook,5,01/05/2021 14:57,1426.39,302,Pakistan
100526,D031,Daraz Wooden Frame,5,26/11/2021 15:23,467.33,951,Pakistan
100527,D009,Daraz Artisanal Clock,6,20/01/2021 16:44,1057.17,210,Pakistan
100528,D041,Daraz Calligraphy Art Piece,7,28/11/2021 18:51,1345.01,194,Pakistan
100529,D044,Hand-painted Daraz Ceramic Plate,5,24/11/2021 23:20,1788.8,233,Pakistan
100530,D001,Traditional Daraz Pottery Bowl,4,24/09/2021 17:27,1533.5,899,Pakistan
100531,D024,Handcrafted Daraz Mug,4,24/11/2021 22:55,1237.69,619,Pakistan
100532,D045,Handwoven Daraz Pashmina Shawl,1,10/06/2021 19:03,579.08,704,Pakistan
100533,D031,Daraz Model Car,2,19/01/2021 6:22,1709.91,771,Pakistan
100534,D028,Daraz Calligraphy Art Piece,10,23/05/2021 10:37,1710,378,Pakistan
100535,D041,Daraz Embroidered Towel,8,07/10/2021 21:39,1622.04,286,Pakistan
100536,D040,Wooden Daraz Keychain Set,4,27/12/2021 23:28,146.15,928,Pakistan
100537,D041,Daraz Silk Scarf,6,28/01/2021 2:00,333.64,260,Pakistan
100538,D014,Daraz Printed T-shirt,5,17/07/2021 4:58,1414.96,795,Pakistan
100539,D008,Hand-painted Daraz Ceramic Plate,1,17/02/2021 18:33,732.27,267,Pakistan
100540,D047,Wooden Daraz Jewelry Box,1,10/11/2021 6:31,1341.23,117,Pakistan
100541,D024,Embroidered Daraz Cushion Cover,5,07/08/2021 8:17,1198.16,992,Pakistan
100542,D045,Daraz Leather Wallet,10,08/07/2021 3:30,127.9,646,Pakistan
100543,D005,Traditional Daraz Pottery Bowl,8,22/09/2021 0:38,222.57,608,Pakistan
100544,D024,Miniature Daraz Truck Figurine,6,08/02/2021 12:20,1706.59,561,Pakistan
100545,D009,Daraz Silk Scarf,9,21/09/2021 3:49,176.92,765,Pakistan
100546,D019,Daraz Decorative Lamp,6,11/12/2021 21:12,1948.89,462,Pakistan
100547,D007,Daraz Wooden Frame,5,18/11/2021 13:48,85.79,612,Pakistan
100548,D038,Daraz Handmade Notebook,3,12/05/2021 11:09,702.77,499,Pakistan
100549,D024,Embroidered Daraz Cushion Cover,8,15/10/2021 5:50,1006.37,586,Pakistan
100550,D042,Embroidered Daraz Cushion Cover,2,19/03/2021 17:20,265.25,848,Pakistan
100551,D018,Daraz Embroidered Towel,8,15/01/2021 2:30,1317.86,362,Pakistan
100552,D030,Handcrafted Daraz Decorative Figurine,2,20/06/2021 11:33,564.87,570,Pakistan
100553,D022,Traditional Daraz Pottery Bowl,9,13/11/2021 12:51,1045.69,966,Pakistan
100554,D027,Daraz Artisanal Clock,1,26/07/2021 22:45,733.2,783,Pakistan
100555,D012,Daraz Handmade Notebook,10,24/11/2021 0:04,1878.27,197,Pakistan
100556,D047,Daraz Artisanal Clock,3,27/02/2021 18:05,1196.49,189,Pakistan
100557,D011,Daraz Model Car,9,11/04/2021 4:09,1649.61,564,Pakistan
100558,D008,Handwoven Daraz Pashmina Shawl,2,13/08/2021 20:41,860.33,167,Pakistan
100559,D004,Embroidered Daraz Cushion Cover,9,04/10/2021 2:30,165.31,596,Pakistan
100560,D018,Wooden Daraz Keychain Set,3,11/08/2021 13:38,1899.85,811,Pakistan
100561,D031,Daraz Decorative Lamp,7,24/04/2021 1:56,993.66,115,Pakistan
100562,D036,Daraz Printed T-shirt,9,04/09/2021 13:58,407.93,939,Pakistan
100563,D030,Miniature Daraz Truck Figurine,7,25/05/2021 20:34,192.84,902,Pakistan
100564,D009,Daraz Printed T-shirt,6,07/11/2021 19:32,1258.88,582,Pakistan
100565,D015,Daraz Decorative Lamp,7,03/11/2021 0:05,1029.73,662,Pakistan
100566,D042,Handcrafted Daraz Decorative Figurine,4,10/08/2021 22:52,1307.35,628,Pakistan
100567,D021,Daraz Printed T-shirt,9,09/07/2021 23:34,1869.68,606,Pakistan
100568,D003,Wooden Daraz Keychain Set,10,10/06/2021 0:53,440.9,166,Pakistan
100569,D048,Daraz Printed T-shirt,4,22/03/2021 11:53,1523.49,748,Pakistan
100570,D043,Traditional Daraz Pottery Bowl,5,28/11/2021 9:41,1407.88,992,Pakistan
100571,D001,Wooden Daraz Jewelry Box,1,23/06/2021 17:45,1610.58,955,Pakistan
100572,D026,Daraz Ceramic Vase,2,08/03/2021 2:51,961.57,408,Pakistan
100573,D007,Daraz Wooden Frame,5,09/11/2021 23:46,1428.3,520,Pakistan
100574,D044,Daraz Decorative Lamp,7,01/02/2021 16:47,1590.68,281,Pakistan
100575,D004,Daraz Leather Wallet,7,08/01/2021 7:43,770.58,752,Pakistan
100576,D044,Hand-painted Daraz Ceramic Plate,9,20/07/2021 17:10,1734.44,285,Pakistan
100577,D019,Hand-painted Daraz Ceramic Plate,9,02/05/2021 19:43,1629,599,Pakistan
100578,D042,Wooden Daraz Jewelry Box,1,04/04/2021 3:02,1927.72,610,Pakistan
100579,D036,Traditional Daraz Pottery Bowl,2,24/03/2021 20:50,1066.98,838,Pakistan
100580,D027,Wooden Daraz Jewelry Box,4,02/07/2021 13:52,1281.21,270,Pakistan
100581,D045,Daraz Embroidered Towel,1,11/08/2021 9:18,615.79,934,Pakistan
100582,D037,Handwoven Daraz Pashmina Shawl,10,27/11/2021 2:25,1645.46,701,Pakistan
100583,D036,Handcrafted Daraz Decorative Figurine,8,19/12/2021 15:15,1684.01,529,Pakistan
100584,D035,Daraz Artisanal Clock,4,07/09/2021 21:18,480.91,533,Pakistan
100585,D006,Handwoven Daraz Pashmina Shawl,6,02/06/2021 10:52,949.73,899,Pakistan
100586,D030,Daraz Silk Scarf,7,14/09/2021 18:16,592.59,467,Pakistan
100587,D038,Daraz Handmade Notebook,2,24/10/2021 14:26,428.28,666,Pakistan
100588,D039,Daraz Embroidered Towel,8,04/02/2021 18:06,293.91,214,Pakistan
100589,D001,Handcrafted Daraz Mug,7,16/02/2021 8:25,1478.7,387,Pakistan
